1,1,,45.416372 ,141.670794 ,稚内市,稚内市,,,
2,1,,43.770407 ,142.364517 ,旭川市,旭川市,,,
3,1,,43.940331 ,141.637511 ,留萌市,留萌市,,,
4,1,,44.020474 ,144.273041 ,網走市,網走市,,,
5,1,,43.808439 ,143.894459 ,北見市,北見市,,,
6,1,,44.356881 ,143.353860 ,紋別市,紋別市,,,
7,1,,42.417394 ,141.105054 ,根室市,根室市,,,
8,1,,42.985176 ,144.382895 ,釧路市,釧路市,,,
9,1,,44.348931 ,142.455619 ,帯広市,帯広市,,,
10,1,,43.063038 ,141.354303 ,札幌市,札幌市,,,
11,1,,43.196990 ,141.776585 ,岩見沢市,岩見沢市,,,
12,1,1,42.901539 ,140.758464 ,倶知安町,倶知安町,,,
13,1,,42.315383 ,140.970627 ,室蘭市,室蘭市,,,
14,1,2,42.168241 ,142.769179 ,浦河町,浦河町,,,
15,1,,41.769307 ,140.729971 ,函館市,函館市,,,
16,1,3,41.871309 ,140.128627 ,江差町,江差町,,,
17,2,,40.821208 ,140.747508 ,青森市,青森市,,,
18,2,,41.293989 ,141.187179 ,むつ市,むつ市,,,
19,2,,40.513592 ,141.488188 ,八戸市,八戸市,,,
20,3,,39.703488 ,141.152487 ,盛岡市,盛岡市,,,
21,3,,39.641424 ,141.956563 ,宮古市,宮古市,,,
22,3,,39.079638 ,141.698610 ,大船渡市,大船渡市,,,
23,4,,38.266993 ,140.868643 ,仙台市,仙台市,,,
24,4,,38.002247 ,140.619608 ,白石市,白石市,,,
25,5,,39.720986 ,140.102830 ,秋田市,秋田市,,,
26,5,,39.309996 ,140.555040 ,横手市,横手市,,,
27,6,,38.255934 ,140.339716 ,山形市,山形市,,,
28,6,,37.922363 ,140.116620 ,米沢市,米沢市,,,
29,6,,37.901583 ,140.109184 ,酒田市,酒田市,,,
30,6,,38.764006 ,140.302910 ,新庄市,新庄市,,,
31,7,,37.760303 ,140.474464 ,福島市,福島市,,,
32,7,,37.795301 ,140.915825 ,相馬市,浜通り,,,
33,7,,37.493187 ,139.931299 ,会津若松市,会津若松,,,
34,8,,35.689927 ,139.692223 ,新宿区,新宿区,,,
35,8,,34.751940 ,139.354236 ,大島,大島,,,
36,8,,33.128473 ,139.763281 ,八丈町,八丈島,,,
37,8,,27.094201 ,142.190011 ,小笠原村,父島,,,
38,9,,35.443407 ,139.637469 ,横浜市,横浜市,,,
39,9,,35.261495 ,139.143665 ,小田原市,小田原市,,,
40,10,,35.861899 ,139.643447 ,さいたま市,さいたま,,,
41,10,,35.958762 ,139.703489 ,熊谷市,熊谷市,,,
42,10,,35.991056 ,139.087499 ,秩父市,秩父市,,,
43,11,,35.606734 ,140.105328 ,ふなっしー,(°)▽(°),,,
44,11,,35.733332 ,140.826650 ,銚子市,銚子市,,,
45,11,,34.996661 ,139.865355 ,館山市,館山市,,,
46,12,,36.366489 ,140.472852 ,水戸市,水戸市,,,
47,12,,36.072540 ,140.195820 ,土浦市,土浦市,,,
48,13,,36.554634 ,139.883116 ,宇都宮市,宇都宮市,,,
49,13,,36.872559 ,140.012565 ,大田原市,大田原市,,,
50,14,,36.388408 ,139.063047 ,前橋市,前橋市,,,
51,14,4,36.694189 ,139.013788 ,みなかみ町,みなかみ,,,
52,15,,35.656616 ,138.568771 ,甲府市,甲府市,,,
53,15,5,35.501625 ,138.773794 ,河口湖,河口湖,,,
54,16,,37.915897 ,139.037351 ,新潟市,新潟市,,,
55,16,,37.436875 ,138.840679 ,長岡市,長岡市,,,
56,16,,37.144756 ,138.237044 ,上越市,上越市,,,
57,16,,38.031899 ,138.360533 ,佐渡市,佐渡市,,,
58,17,,36.645034 ,138.196673 ,長野市,長野市,,,
59,17,,36.238531 ,137.970414 ,松本市,松本市,,,
60,17,,35.514676 ,137.821774 ,飯田市,飯田市,,,
61,18,,36.696341 ,137.214277 ,富山市,富山市,,,
62,18,,36.793130 ,137.056909 ,高岡市,伏木,,,
63,19,,36.560905 ,136.657546 ,金沢市,金沢市,,,
64,19,,36.588707 ,136.629459 ,輪島市,輪島市,,,
65,20,,36.064769 ,136.220581 ,福井市,福井市,,,
66,20,,35.644341 ,136.053224 ,敦賀市,敦賀市,,,
67,21,,35.181754 ,136.908089 ,名古屋市,名古屋市,,,
68,21,,34.769865 ,137.394446 ,豊橋市,豊橋市,,,
69,22,,35.423873 ,136.761426 ,岐阜市,岐阜市,,,
70,22,,36.146077 ,137.251854 ,高山市,高山市,,,
71,23,,34.976162 ,138.382854 ,静岡市,静岡市,,,
72,23,,35.047275 ,139.070890 ,熱海市,熱海市,,,
73,23,,35.117730 ,138.918159 ,三島市,三島市,,,
74,23,,34.706149 ,137.735642 ,浜松市,浜松市,,,
75,24,,34.718362 ,136.502876 ,津市,津市,,,
76,24,,34.071221 ,136.193423 ,尾鷲市,尾鷲市,,,
77,25,,34.693043 ,135.504828 ,大阪市,大阪市,,,
78,26,,34.687840 ,135.196415 ,神戸市,神戸市,,,
79,26,,35.542628 ,134.820063 ,豊岡市,豊岡市,,,
80,27,,35.469623 ,135.386021 ,舞鶴市,舞鶴市,,,
81,27,,35.011482 ,135.767008 ,京都市,京都市,,,
82,28,,35.017198 ,135.855976 ,大津市,大津市,,,
83,28,,35.275385 ,136.259673 ,彦根市,彦根市,,,
84,29,,34.685200 ,135.802783 ,奈良市,奈良市,,,
85,29,6,33.983371 ,135.790748 ,十津川村,風屋,,,
86,30,,34.230434 ,135.171080 ,和歌山市,和歌山市,,,
87,30,7,33.469734 ,135.780423 ,串本町,潮岬,,,
88,31,,35.501992 ,134.236375 ,鳥取市,鳥取市,,,
89,31,,35.432151 ,133.326158 ,米子市,米子市,,,
90,32,,35.468123 ,133.048557 ,松江市,松江市,,,
91,32,,34.901075 ,132.078118 ,浜田市,浜田市,,,
92,32,,35.364285 ,132.758779 ,出雲市,西郷,,,
93,33,,34.655579 ,133.920653 ,岡山市,岡山市,,,
94,33,,35.071146 ,134.003163 ,津山市,津山市,,,
95,34,,34.385321 ,132.456365 ,広島市,広島市,,,
96,34,,34.856164 ,133.017007 ,庄原市,庄原市,,,
97,35,,33.956174 ,130.940284 ,下関市,下関市,,,
98,35,,34.179961 ,131.472420 ,山口市,山口市,,,
99,35,,33.964701 ,132.102479 ,柳井市,柳井市,,,
100,35,,34.406834 ,131.397233 ,萩市,萩市,,,
101,36,,34.070192 ,134.554822 ,徳島市,徳島市,,,
102,36,8,33.728008 ,134.529772 ,日和佐,日和佐,,,
103,37,,34.345146 ,134.045779 ,うどん市,うどん市,,,
104,38,,33.839825 ,132.767643 ,松山市,松山市,,,
105,38,,33.959221 ,133.281603 ,新居浜市,新居浜市,,,
106,38,,33.223134 ,132.561143 ,宇和島市,宇和島市,,,
107,39,,33.557534 ,133.530757 ,高知市,高知市,,,
108,39,,33.294027 ,134.150380 ,室戸市,室戸市,,,
109,39,,32.780341 ,132.954981 ,土佐清水市,土佐清水,,,
110,40,,33.590034 ,130.400903 ,福岡市,福岡市,,,
111,40,,33.882375 ,130.871386 ,北九州市,八幡,,,
112,40,,33.647109 ,130.689928 ,飯塚市,飯塚市,,,
113,40,,33.159611 ,130.402873 ,久留米市,久留米市,,,
114,41,,33.263456 ,130.301334 ,佐賀市,佐賀市,,,
115,41,,33.270335 ,129.885442 ,伊万里市,伊万里市,,,
116,42,,32.750208 ,129.877472 ,長崎市,長崎市,,,
117,42,,33.181664 ,129.718088 ,佐世保市,佐世保市,,,
118,42,,34.201937 ,129.286935 ,対馬市,厳原,,,
119,42,,32.698778 ,128.846988 ,五島市,福江,,,
120,43,,32.801880 ,130.706933 ,くまもん,くまもん,,,
121,43,,32.939480 ,131.118755 ,阿蘇市,阿蘇乙姫,,,
122,43,,32.203655 ,130.013161 ,牛深市,牛深市,,,
123,43,,32.209045 ,130.763480 ,人吉市,人吉市,,,
124,44,,33.241085 ,131.609117 ,大分市,大分市,,,
125,44,,33.599245 ,131.188842 ,中津市,中津市,,,
126,44,,33.320487 ,130.942749 ,日田市,日田市,,,
127,44,,32.959408 ,131.898689 ,佐伯市,佐伯市,,,
128,45,,31.907628 ,131.420409 ,宮崎市,宮崎市,,,
129,45,,32.580442 ,131.664108 ,延岡市,延岡市,,,
130,45,,31.719659 ,131.061974 ,都城市,都城市,,,
131,45,9,32.711643 ,131.309068 ,高千穂町,高千穂町,,,
132,46,,28.377694 ,129.493546 ,奄美市,名瀬,,,
133,46,,31.596129 ,130.556785 ,鹿児島市,鹿児島市,,,
134,46,,31.380276 ,130.851663 ,鹿屋市,鹿屋市,,,
135,46,,30.727954 ,131.008259 ,西之表市,種子島,,,
136,47,,26.227776 ,127.687059 ,那覇市,那覇市,,,
137,47,,26.590858 ,127.978778 ,名護市,名護市,,,
138,47,10,26.338534 ,126.800928 ,久米島町,久米島,,,
139,47,10,25.828241 ,131.234501 ,南大東村,南大東島,,,
140,47,,24.796466 ,125.291694 ,宮古島市,宮古島,,,
141,47,,24.339514 ,124.155484 ,石垣市,石垣島,,,
142,47,11,24.468119 ,123.004341 ,与那国町,与那国島,,,
